"","MascFeel","MascLook","MascOrigin","Pressure","Rom.Lead","HealthWorry","FinWorry","AppWorry","SexWorry","Employ","Education","Income","Children","Marital","Orientation","Race","Age"
"127","m.feel_high","m.app_med","o_family","press_no","r.lead_yes","h.worry_nr","f.worry_both","a.worry_phys","s.worry_nr","emp_ft","ed_assoc","inc_mid","child_yes","m_mar","so_straight","race_White","a.35-64"
"128","m.feel_med","m.app_med","o_both","press_no","r.lead_no","h.worry_phys","f.worry_nr","a.worry_nr","s.worry_nr","emp_ft","ed_ugrad","inc_mid","child_yes","m_mar","so_straight","race_White","a.35-64"
"129","m.feel_med","m.app_low","o_family","press_yes","r.lead_yes","h.worry_both","f.worry_nr","a.worry_nr","s.worry_nr","emp_u.ret","ed_p.ugrad","inc_high","child_yes","m_mar","so_straight","race_White","a.65+"
"130","m.feel_low","m.app_no","o_family","press_yes","r.lead_no","h.worry_phys","f.worry_nr","a.worry_both","s.worry_nr","emp_pt","ed_hs","inc_mid","child_no","m_nev","so_straight","race_White","a.35-64"
"131","m.feel_med","m.app_low","o_both","press_yes","r.lead_no","h.worry_phys","f.worry_personal","a.worry_phys","s.worry_nr","emp_u.ret","ed_pgrad","inc_low","child_no","m_mar","so_straight","race_White","a.65+"
"132","m.feel_med","m.app_med","o_family","press_no","r.lead_yes","h.worry_phys","f.worry_nr","a.worry_phys","s.worry_nr","emp_u.ret","ed_ugrad","inc_mid","child_yes","m_div","so_straight","race_White","a.65+"
"133","m.feel_high","m.app_low","o_both","press_yes","r.lead_yes","h.worry_both","f.worry_both","a.worry_nr","s.worry_nr","emp_ft","ed_assoc","inc_high","child_yes","m_mar","so_straight","race_White","a.18-34"
"134","m.feel_med","m.app_low","o_family","press_yes","r.lead_yes","h.worry_phys","f.worry_personal","a.worry_phys","s.worry_perf","emp_u.nolook","ed_pgrad","inc_low","child_no","m_div","so_straight","race_White","a.65+"
"135","m.feel_high","m.app_med","o_family","press_yes","r.lead_yes","h.worry_phys","f.worry_personal","a.worry_both","s.worry_nr","emp_u.ret","ed_p.ugrad","inc_nr","child_yes","m_mar","so_straight","race_White","a.65+"
"136","m.feel_high","m.app_med","o_both","press_yes","r.lead_yes","h.worry_phys","f.worry_personal","a.worry_phys","s.worry_nr","emp_pt","ed_ugrad","inc_low","child_no","m_nev","so_bi","race_White","a.35-64"
"137","m.feel_no","m.app_no","o_society","press_yes","r.lead_no","h.worry_ment","f.worry_personal","a.worry_style","s.worry_perf","emp_u.nolook","ed_hs","inc_low","child_no","m_nev","so_other","race_White","a.18-34"
"138","m.feel_low","m.app_no","o_family","press_yes","r.lead_yes","h.worry_phys","f.worry_nr","a.worry_both","s.worry_perf","emp_pt","ed_hs","inc_low","child_no","m_nev","so_straight","race_White","a.18-34"
"139","m.feel_high","m.app_med","o_both","press_no","r.lead_yes","h.worry_nr","f.worry_personal","a.worry_both","s.worry_nr","emp_u.ret","ed_no.hs","inc_low","child_no","m_nev","so_straight","race_White","a.35-64"
"140","m.feel_med","m.app_high","o_family","press_yes","r.lead_no","h.worry_nr","f.worry_nr","a.worry_nr","s.worry_nr","emp_ft","ed_hs","inc_low","child_yes","m_nev","so_straight","race_black","a.18-34"
"141","m.feel_high","m.app_med","o_family","press_no","r.lead_no","h.worry_nr","f.worry_nr","a.worry_phys","s.worry_nr","emp_ft","ed_ugrad","inc_high","child_yes","m_mar","so_straight","race_White","a.65+"
"142","m.feel_low","m.app_no","o_both","press_yes","r.lead_yes","h.worry_ment","f.worry_both","a.worry_phys","s.worry_nr","emp_u.stud","ed_ugrad","inc_low","child_no","m_nev","so_straight","race_hisp","a.18-34"
"143","m.feel_med","m.app_low","o_family","press_yes","r.lead_yes","h.worry_nr","f.worry_both","a.worry_nr","s.worry_nr","emp_u.ret","ed_ugrad","inc_low","child_yes","m_mar","so_straight","race_White","a.65+"
"144","m.feel_med","m.app_med","o_both","press_yes","r.lead_yes","h.worry_phys","f.worry_nr","a.worry_phys","s.worry_nr","emp_u.ret","ed_p.ugrad","inc_high","child_yes","m_mar","so_straight","race_White","a.35-64"
"145","m.feel_med","m.app_med","o_family","press_no","r.lead_no","h.worry_phys","f.worry_nr","a.worry_phys","s.worry_nr","emp_ft","ed_ugrad","inc_mid","child_yes","m_mar","so_straight","race_hisp","a.35-64"
"146","m.feel_high","m.app_med","o_both","press_yes","r.lead_yes","h.worry_nr","f.worry_both","a.worry_both","s.worry_nr","emp_ft","ed_pgrad","inc_mid","child_no","m_div","so_straight","race_other","a.35-64"
"147","m.feel_med","m.app_low","o_family","press_no","r.lead_yes","h.worry_both","f.worry_personal","a.worry_nr","s.worry_nr","emp_ft","ed_assoc","inc_high","child_no","m_mar","so_straight","race_White","a.35-64"
"148","m.feel_med","m.app_med","o_family","press_yes","r.lead_yes","h.worry_phys","f.worry_both","a.worry_phys","s.worry_nr","emp_ft","ed_hs","inc_high","child_yes","m_mar","so_straight","race_black","a.35-64"
"149","m.feel_med","m.app_low","o_both","press_no","r.lead_no","h.worry_both","f.worry_personal","a.worry_both","s.worry_nr","emp_ft","ed_pgrad","inc_high","child_yes","m_mar","so_straight","race_White","a.35-64"
"150","m.feel_no","m.app_no","o_family","press_no","r.lead_no","h.worry_nr","f.worry_nr","a.worry_nr","s.worry_nr","emp_ft","ed_assoc","inc_mid","child_yes","m_mar","so_straight","race_White","a.35-64"
"151","m.feel_high","m.app_med","o_both","press_no","r.lead_yes","h.worry_nr","f.worry_nr","a.worry_nr","s.worry_nr","emp_ft","ed_p.ugrad","inc_high","child_yes","m_div","so_straight","race_White","a.35-64"
"152","m.feel_low","m.app_no","o_society","press_yes","r.lead_no","h.worry_ment","f.worry_nr","a.worry_nr","s.worry_nr","emp_ft","ed_ugrad","inc_high","child_no","m_mar","so_straight","race_White","a.35-64"
"153","m.feel_med","m.app_low","o_family","press_no","r.lead_no","h.worry_nr","f.worry_nr","a.worry_nr","s.worry_nr","emp_u.ret","ed_ugrad","inc_mid","child_yes","m_mar","so_straight","race_White","a.65+"
"154","m.feel_med","m.app_low","o_both","press_yes","r.lead_yes","h.worry_ment","f.worry_personal","a.worry_both","s.worry_nr","emp_ft","ed_pgrad","inc_high","child_yes","m_mar","so_straight","race_White","a.35-64"
"155","m.feel_med","m.app_low","o_both","press_yes","r.lead_yes","h.worry_both","f.worry_personal","a.worry_phys","s.worry_nr","emp_ft","ed_pgrad","inc_nr","child_no","m_nev","so_straight","race_White","a.35-64"
"156","m.feel_low","m.app_no","o_both","press_yes","r.lead_no","h.worry_nr","f.worry_both","a.worry_nr","s.worry_perf","emp_ft","ed_hs","inc_low","child_yes","m_nev","so_straight","race_White","a.35-64"
"157","m.feel_high","m.app_no","o_both","press_no","r.lead_no","h.worry_nr","f.worry_nr","a.worry_nr","s.worry_nr","emp_ft","ed_ugrad","inc_high","child_no","m_nev","so_straight","race_White","a.65+"
"158","m.feel_med","m.app_med","o_family","press_no","r.lead_no","h.worry_nr","f.worry_personal","a.worry_phys","s.worry_nr","emp_u.ret","ed_pgrad","inc_high","child_yes","m_div","so_gay","race_White","a.35-64"
"159","m.feel_high","m.app_med","o_family","press_yes","r.lead_yes","h.worry_both","f.worry_both","a.worry_both","s.worry_nr","emp_pt","ed_assoc","inc_mid","child_no","m_mar","so_straight","race_hisp","a.18-34"
"160","m.feel_low","m.app_low","o_society","press_yes","r.lead_yes","h.worry_nr","f.worry_nr","a.worry_phys","s.worry_perf","emp_pt","ed_hs","inc_low","child_yes","m_wid","so_straight","race_hisp","a.65+"
"161","m.feel_high","m.app_no","o_family","press_no","r.lead_yes","h.worry_nr","f.worry_providing","a.worry_phys","s.worry_nr","emp_ft","ed_ugrad","inc_low","child_yes","m_sep","so_straight","race_hisp","a.35-64"
"162","m.feel_med","m.app_no","o_society","press_no","r.lead_no","h.worry_nr","f.worry_nr","a.worry_nr","s.worry_nr","emp_u.nolook","ed_p.ugrad","inc_low","child_no","m_nev","so_straight","race_other","a.35-64"
"163","m.feel_med","m.app_high","o_both","press_yes","r.lead_yes","h.worry_phys","f.worry_personal","a.worry_phys","s.worry_perf","emp_ft","ed_pgrad","inc_high","child_yes","m_sep","so_other","race_White","a.35-64"
"164","m.feel_high","m.app_low","o_both","press_yes","r.lead_yes","h.worry_nr","f.worry_personal","a.worry_phys","s.worry_nr","emp_u.ret","ed_pgrad","inc_mid","child_yes","m_div","so_other","race_White","a.65+"
"165","m.feel_med","m.app_med","o_society","press_no","r.lead_no","h.worry_nr","f.worry_nr","a.worry_nr","s.worry_nr","emp_u.nolook","ed_hs","inc_mid","child_no","m_nev","so_straight","race_White","a.18-34"
"166","m.feel_med","m.app_med","o_society","press_yes","r.lead_yes","h.worry_nr","f.worry_personal","a.worry_phys","s.worry_nr","emp_ft","ed_pgrad","inc_mid","child_no","m_nev","so_straight","race_hisp","a.35-64"
"167","m.feel_med","m.app_low","o_family","press_yes","r.lead_no","h.worry_both","f.worry_nr","a.worry_phys","s.worry_nr","emp_u.look","ed_pgrad","inc_low","child_no","m_nev","so_bi","race_White","a.65+"
"168","m.feel_high","m.app_low","o_family","press_yes","r.lead_no","h.worry_nr","f.worry_nr","a.worry_phys","s.worry_perf","emp_u.nolook","ed_pgrad","inc_mid","child_yes","m_wid","so_straight","race_White","a.65+"
"169","m.feel_med","m.app_low","o_family","press_yes","r.lead_yes","h.worry_nr","f.worry_nr","a.worry_nr","s.worry_nr","emp_ft","ed_ugrad","inc_high","child_no","m_div","so_other","race_other","a.65+"
"170","m.feel_high","m.app_high","o_both","press_no","r.lead_no","h.worry_nr","f.worry_nr","a.worry_nr","s.worry_nr","emp_u.ret","ed_pgrad","inc_high","child_yes","m_mar","so_other","race_White","a.65+"
"171","m.feel_med","m.app_med","o_family","press_yes","r.lead_yes","h.worry_nr","f.worry_nr","a.worry_nr","s.worry_nr","emp_ft","ed_p.ugrad","inc_mid","child_no","m_mar","so_straight","race_White","a.35-64"
"172","m.feel_no","m.app_med","o_both","press_yes","r.lead_no","h.worry_nr","f.worry_nr","a.worry_phys","s.worry_perf","emp_ft","ed_ugrad","inc_high","child_no","m_div","so_gay","race_White","a.35-64"
"173","m.feel_med","m.app_low","o_both","press_yes","r.lead_no","h.worry_both","f.worry_both","a.worry_both","s.worry_nr","emp_ft","ed_ugrad","inc_low","child_no","m_nev","so_bi","race_White","a.18-34"
"174","m.feel_med","m.app_no","o_both","press_yes","r.lead_yes","h.worry_nr","f.worry_personal","a.worry_both","s.worry_perf","emp_ft","ed_pgrad","inc_high","child_yes","m_mar","so_straight","race_other","a.18-34"
"175","m.feel_med","m.app_low","o_both","press_no","r.lead_no","h.worry_phys","f.worry_nr","a.worry_phys","s.worry_nr","emp_pt","ed_ugrad","inc_high","child_yes","m_wid","so_straight","race_White","a.65+"
"176","m.feel_med","m.app_low","o_family","press_no","r.lead_yes","h.worry_phys","f.worry_personal","a.worry_nr","s.worry_nr","emp_ft","ed_ugrad","inc_high","child_yes","m_mar","so_straight","race_White","a.35-64"
"177","m.feel_high","m.app_med","o_family","press_no","r.lead_no","h.worry_nr","f.worry_nr","a.worry_both","s.worry_nr","emp_pt","ed_p.ugrad","inc_nr","child_no","m_mar","so_straight","race_White","a.35-64"
"178","m.feel_high","m.app_no","o_family","press_yes","r.lead_yes","h.worry_nr","f.worry_nr","a.worry_nr","s.worry_nr","emp_ft","ed_assoc","inc_mid","child_no","m_nev","so_gay","race_White","a.35-64"
"179","m.feel_high","m.app_med","o_family","press_no","r.lead_yes","h.worry_phys","f.worry_both","a.worry_nr","s.worry_nr","emp_ft","ed_p.ugrad","inc_mid","child_yes","m_div","so_straight","race_White","a.35-64"
"180","m.feel_med","m.app_med","o_family","press_yes","r.lead_no","h.worry_phys","f.worry_personal","a.worry_phys","s.worry_nr","emp_u.ret","ed_ugrad","inc_nr","child_yes","m_mar","so_straight","race_White","a.65+"
"181","m.feel_med","m.app_low","o_both","press_yes","r.lead_no","h.worry_phys","f.worry_providing","a.worry_phys","s.worry_nr","emp_ft","ed_ugrad","inc_mid","child_yes","m_mar","so_straight","race_White","a.35-64"
"182","m.feel_high","m.app_high","o_family","press_yes","r.lead_yes","h.worry_both","f.worry_both","a.worry_phys","s.worry_perf","emp_ft","ed_hs","inc_low","child_yes","m_div","so_straight","race_White","a.35-64"
"183","m.feel_low","m.app_low","o_society","press_yes","r.lead_yes","h.worry_nr","f.worry_nr","a.worry_both","s.worry_nr","emp_u.ret","ed_ugrad","inc_mid","child_no","m_div","so_gay","race_White","a.35-64"
"184","m.feel_no","m.app_no","o_society","press_yes","r.lead_yes","h.worry_both","f.worry_both","a.worry_both","s.worry_perf","emp_u.look","ed_ugrad","inc_high","child_no","m_nev","so_straight","race_White","a.35-64"
"185","m.feel_high","m.app_high","o_family","press_yes","r.lead_yes","h.worry_phys","f.worry_personal","a.worry_phys","s.worry_perf","emp_u.ret","ed_p.ugrad","inc_mid","child_yes","m_mar","so_straight","race_White","a.65+"
"186","m.feel_high","m.app_high","o_family","press_no","r.lead_yes","h.worry_nr","f.worry_nr","a.worry_phys","s.worry_nr","emp_u.nolook","ed_pgrad","inc_mid","child_yes","m_mar","so_straight","race_White","a.65+"
"187","m.feel_med","m.app_med","o_both","press_yes","r.lead_yes","h.worry_nr","f.worry_nr","a.worry_phys","s.worry_perf","emp_ft","ed_pgrad","inc_high","child_yes","m_mar","so_straight","race_White","a.35-64"
"188","m.feel_low","m.app_med","o_both","press_yes","r.lead_yes","h.worry_phys","f.worry_both","a.worry_both","s.worry_nr","emp_pt","ed_pgrad","inc_mid","child_yes","m_mar","so_straight","race_White","a.35-64"
"189","m.feel_high","m.app_med","o_both","press_yes","r.lead_yes","h.worry_both","f.worry_personal","a.worry_nr","s.worry_nr","emp_u.ret","ed_pgrad","inc_mid","child_yes","m_mar","so_straight","race_White","a.65+"
"190","m.feel_med","m.app_med","o_both","press_no","r.lead_yes","h.worry_nr","f.worry_nr","a.worry_nr","s.worry_gen","emp_u.nolook","ed_ugrad","inc_low","child_yes","m_mar","so_straight","race_White","a.65+"
"191","m.feel_med","m.app_med","o_family","press_yes","r.lead_yes","h.worry_both","f.worry_both","a.worry_phys","s.worry_nr","emp_u.stud","ed_p.ugrad","inc_low","child_yes","m_div","so_straight","race_White","a.35-64"
"192","m.feel_high","m.app_med","o_both","press_yes","r.lead_no","h.worry_both","f.worry_both","a.worry_both","s.worry_both","emp_ft","ed_ugrad","inc_mid","child_yes","m_mar","so_straight","race_White","a.35-64"
"193","m.feel_high","m.app_high","o_both","press_yes","r.lead_yes","h.worry_nr","f.worry_personal","a.worry_nr","s.worry_gen","emp_ft","ed_assoc","inc_mid","child_yes","m_mar","so_straight","race_hisp","a.35-64"
"194","m.feel_low","m.app_med","o_both","press_yes","r.lead_yes","h.worry_both","f.worry_providing","a.worry_both","s.worry_gen","emp_u.stud","ed_hs","inc_low","child_no","m_nev","so_straight","race_hisp","a.18-34"
"195","m.feel_high","m.app_high","o_society","press_yes","r.lead_no","h.worry_phys","f.worry_nr","a.worry_phys","s.worry_nr","emp_pt","ed_assoc","inc_high","child_yes","m_sep","so_straight","race_White","a.65+"
"196","m.feel_med","m.app_med","o_both","press_yes","r.lead_yes","h.worry_nr","f.worry_nr","a.worry_phys","s.worry_gen","emp_u.ret","ed_pgrad","inc_high","child_yes","m_mar","so_straight","race_White","a.65+"
"197","m.feel_med","m.app_low","o_both","press_no","r.lead_yes","h.worry_nr","f.worry_nr","a.worry_both","s.worry_perf","emp_u.ret","ed_ugrad","inc_high","child_no","m_nev","so_straight","race_White","a.35-64"
"198","m.feel_med","m.app_low","o_both","press_no","r.lead_no","h.worry_phys","f.worry_nr","a.worry_nr","s.worry_perf","emp_pt","ed_pgrad","inc_mid","child_no","m_nev","so_straight","race_White","a.65+"
"199","m.feel_med","m.app_no","o_family","press_yes","r.lead_yes","h.worry_nr","f.worry_personal","a.worry_phys","s.worry_nr","emp_ft","ed_p.ugrad","inc_nr","child_yes","m_mar","so_straight","race_White","a.35-64"
"200","m.feel_med","m.app_med","o_family","press_yes","r.lead_no","h.worry_phys","f.worry_nr","a.worry_phys","s.worry_nr","emp_u.ret","ed_pgrad","inc_nr","child_yes","m_mar","so_straight","race_White","a.65+"
"201","m.feel_high","m.app_med","o_family","press_yes","r.lead_yes","h.worry_nr","f.worry_nr","a.worry_both","s.worry_nr","emp_ft","ed_pgrad","inc_high","child_yes","m_div","so_straight","race_other","a.35-64"
"202","m.feel_high","m.app_no","o_society","press_no","r.lead_no","h.worry_nr","f.worry_nr","a.worry_nr","s.worry_nr","emp_ft","ed_p.ugrad","inc_high","child_yes","m_mar","so_straight","race_White","a.35-64"
"203","m.feel_med","m.app_low","o_both","press_yes","r.lead_no","h.worry_nr","f.worry_nr","a.worry_nr","s.worry_nr","emp_ft","ed_pgrad","inc_mid","child_yes","m_mar","so_straight","race_White","a.35-64"
"204","m.feel_high","m.app_low","o_both","press_yes","r.lead_yes","h.worry_nr","f.worry_nr","a.worry_nr","s.worry_nr","emp_u.ret","ed_p.ugrad","inc_mid","child_yes","m_mar","so_straight","race_White","a.65+"
"205","m.feel_med","m.app_low","o_both","press_yes","r.lead_no","h.worry_ment","f.worry_nr","a.worry_phys","s.worry_nr","emp_u.look","ed_p.ugrad","inc_low","child_no","m_nev","so_straight","race_White","a.18-34"
"206","m.feel_high","m.app_high","o_both","press_yes","r.lead_yes","h.worry_ment","f.worry_both","a.worry_both","s.worry_perf","emp_ft","ed_p.ugrad","inc_low","child_yes","m_mar","so_straight","race_White","a.18-34"
"207","m.feel_no","m.app_no","o_family","press_no","r.lead_yes","h.worry_phys","f.worry_both","a.worry_both","s.worry_nr","emp_ft","ed_hs","inc_mid","child_yes","m_mar","so_straight","race_White","a.35-64"
"208","m.feel_med","m.app_no","o_family","press_no","r.lead_yes","h.worry_phys","f.worry_nr","a.worry_nr","s.worry_perf","emp_u.ret","ed_pgrad","inc_mid","child_yes","m_mar","so_straight","race_White","a.65+"
"209","m.feel_high","m.app_med","o_both","press_yes","r.lead_yes","h.worry_nr","f.worry_nr","a.worry_phys","s.worry_nr","emp_u.ret","ed_pgrad","inc_high","child_yes","m_mar","so_straight","race_White","a.65+"
"210","m.feel_med","m.app_low","o_family","press_yes","r.lead_yes","h.worry_nr","f.worry_personal","a.worry_phys","s.worry_nr","emp_ft","ed_ugrad","inc_low","child_yes","m_div","so_straight","race_White","a.35-64"
"211","m.feel_high","m.app_med","o_both","press_no","r.lead_no","h.worry_phys","f.worry_nr","a.worry_phys","s.worry_nr","emp_u.ret","ed_ugrad","inc_nr","child_yes","m_mar","so_straight","race_White","a.65+"
"212","m.feel_low","m.app_no","o_both","press_yes","r.lead_yes","h.worry_nr","f.worry_nr","a.worry_phys","s.worry_perf","emp_ft","ed_ugrad","inc_high","child_no","m_mar","so_gay","race_White","a.35-64"
"213","m.feel_high","m.app_high","o_family","press_no","r.lead_no","h.worry_nr","f.worry_both","a.worry_nr","s.worry_nr","emp_ft","ed_assoc","inc_high","child_yes","m_mar","so_straight","race_White","a.35-64"
